,TRAN DATE,PAYSLIP,CHEQUE,AMOUNT
384,2018-03-20,5654.0,460082.0,7647.0
385,2018-03-20,5654.0,522966.0,4864.0
386,2018-03-20,5654.0,563621.0,48774.0
387,2018-03-20,5654.0,733296.0,7580.0
388,2018-03-20,5655.0,33274.0,6105.0
389,2018-03-20,5655.0,42710.0,2500.0
390,2018-03-20,5655.0,523181.0,5199.0
391,2018-03-20,5655.0,551631.0,10925.0
392,2018-03-20,5655.0,563617.0,10820.0
393,2018-03-20,5655.0,563618.0,10836.0
394,2018-03-20,5655.0,563619.0,27881.0
395,2018-03-20,5656.0,563620.0,12653.0
396,2018-03-20,5656.0,13350.0,924.0
397,2018-03-20,5656.0,54420.0,12713.0
398,2018-03-20,5656.0,210370.0,5760.0
399,2018-03-20,5656.0,306544.0,746.0
400,2018-03-20,5656.0,386326.0,13265.0
401,2018-03-20,5656.0,386327.0,24613.0
402,2018-03-20,5656.0,498687.0,7226.0
403,2018-03-20,5656.0,539960.0,5054.0
404,2018-03-20,5656.0,646669.0,14808.0
405,2018-03-20,5656.0,805276.0,8420.0
406,2018-03-20,5656.0,969787.0,17436.0
407,2018-03-20,5657.0,1319111.0,11178.0
408,2018-03-20,5657.0,153.0,23888.0
409,2018-03-20,5657.0,4678.0,994.0
410,2018-03-20,5657.0,34849.0,1057.0
411,2018-03-20,5658.0,538442.0,4251.0
412,2018-03-20,5676.0,0.0,2803731.0
413,2018-03-21,5676.0,41.0,3939.0
414,2018-03-21,5676.0,762.0,20042.0
415,2018-03-21,5676.0,2742.0,11514.0
416,2018-03-21,5676.0,10172.0,25200.0
417,2018-03-21,5676.0,27960.0,14770.0
418,2018-03-21,5676.0,185564.0,2102.0
419,2018-03-21,5676.0,274411.0,11524.0
420,2018-03-21,5676.0,274412.0,919.0
421,2018-03-21,5676.0,615623.0,4223.0
422,2018-03-21,5676.0,658807.0,495872.0
423,2018-03-21,5676.0,667055.0,13687.0
424,2018-03-21,5677.0,976664.0,5099.0
425,2018-03-21,5677.0,18.0,911.0
426,2018-03-21,5677.0,41.0,1148.0
427,2018-03-21,5677.0,19590.0,20168.0
428,2018-03-21,5677.0,26509.0,2526.0
429,2018-03-21,5677.0,26510.0,3535.0
430,2018-03-21,5677.0,37854.0,33104.0
431,2018-03-21,5677.0,60175.0,19969.0
432,2018-03-21,5677.0,181081.0,12497.0
433,2018-03-21,5678.0,658806.0,110438.0
434,2018-03-21,5678.0,14178.0,25156.0
435,2018-03-21,5678.0,82948.0,13957.0
436,2018-03-21,5678.0,149073.0,5697.0
437,2018-03-21,5678.0,391367.0,55478.0
438,2018-03-21,5678.0,396574.0,25067.0
439,2018-03-21,5678.0,467741.0,44570.0
440,2018-03-21,5678.0,645434.0,8278.0
441,2018-03-21,5678.0,680091.0,60875.0
442,2018-03-21,5678.0,680092.0,8750.0
443,2018-03-21,5678.0,754430.0,23391.0
444,2018-03-21,5678.0,793466.0,24421.0
445,2018-03-21,5679.0,827078.0,1433.0
446,2018-03-21,5679.0,1910.0,5156.0
447,2018-03-21,5679.0,3192.0,5881.0
448,2018-03-21,5679.0,103781.0,25826.0
449,2018-03-21,5679.0,138412.0,10520.0
450,2018-03-21,5679.0,190045.0,15596.0
451,2018-03-21,5679.0,309013.0,20975.0
452,2018-03-21,5679.0,374604.0,20112.0
453,2018-03-21,5679.0,379200.0,16029.0
454,2018-03-21,5679.0,405049.0,39413.0
455,2018-03-21,5679.0,630449.0,7128.0
456,2018-03-21,5679.0,703066.0,12598.0
457,2018-03-21,5679.0,797165.0,25152.0
458,2018-03-21,5680.0,912859.0,24829.0
459,2018-03-21,5680.0,682774.0,12377.0
460,2018-03-21,5681.0,716642.0,24891.0
461,2018-03-21,5682.0,705367.0,76465.0
462,2018-03-21,5682.0,46319.0,7225.0
463,2018-03-21,5682.0,192949.0,18715.0
464,2018-03-21,5682.0,192950.0,14686.0
465,2018-03-21,5682.0,398102.0,9121.0
466,2018-03-21,5682.0,518150.0,5722.0
467,2018-03-21,5682.0,538443.0,26640.0
468,2018-03-21,5682.0,565177.0,101022.0
469,2018-03-21,5682.0,568885.0,7688.0
470,2018-03-21,5682.0,568886.0,7414.0
471,2018-03-21,5682.0,568887.0,15978.0
472,2018-03-21,5682.0,695216.0,6415.0
473,2018-03-21,5682.0,771314.0,19038.0
474,2018-03-21,5683.0,4.0,7624.0
475,2018-03-21,5683.0,231861.0,6584.0
476,2018-03-21,5684.0,231931.0,22414.0
477,2018-03-21,5684.0,77.0,9419.0
478,2018-03-21,5684.0,198.0,14888.0
479,2018-03-21,5684.0,284.0,11714.0
480,2018-03-21,5684.0,16789.0,1243.0
481,2018-03-21,5684.0,19511.0,4718.0
482,2018-03-21,5684.0,60611.0,1440.0
483,2018-03-21,5684.0,69459.0,4491.0
484,2018-03-21,5684.0,83982.0,12682.0
485,2018-03-21,5684.0,669387.0,10593.0
486,2018-03-21,5684.0,909860.0,2719.0
487,2018-03-21,5685.0,947305.0,18846.0
488,2018-03-21,5685.0,35.0,11374.0
489,2018-03-21,5685.0,102.0,50724.0
490,2018-03-21,5685.0,139.0,6390.0
491,2018-03-21,5685.0,382.0,83858.0
492,2018-03-21,5685.0,384.0,27642.0
493,2018-03-21,5685.0,93805.0,23329.0
494,2018-03-21,5685.0,105550.0,11447.0
495,2018-03-21,5685.0,869123.0,8375.0
496,2018-03-21,5686.0,945934.0,17742.0
497,2018-03-21,5686.0,5.0,6764.0
498,2018-03-21,5686.0,35.0,7903.0
499,2018-03-21,5686.0,124.0,6041.0
500,2018-03-21,5686.0,27730.0,42304.0
501,2018-03-21,5686.0,154351.0,4082.0
502,2018-03-21,5686.0,369651.0,20931.0
503,2018-03-21,5686.0,393495.0,11940.0
504,2018-03-21,5686.0,658256.0,4200.0
505,2018-03-21,5686.0,680197.0,2688.0
506,2018-03-21,5686.0,682291.0,8715.0
507,2018-03-21,5686.0,685307.0,3773.0
508,2018-03-21,5686.0,706918.0,70834.0
509,2018-03-21,5687.0,706919.0,49208.0
510,2018-03-21,5687.0,26.0,17682.0
511,2018-03-21,5687.0,10890.0,4285.0
512,2018-03-21,5687.0,132687.0,12798.0
513,2018-03-21,5694.0,132688.0,7582.0
514,2018-03-22,5694.0,78.0,62428.0
515,2018-03-22,5694.0,15162.0,60535.0
516,2018-03-22,5694.0,291666.0,74066.0
517,2018-03-22,5694.0,443369.0,79753.0
518,2018-03-22,5694.0,493480.0,3702.0
519,2018-03-22,5695.0,736670.0,17334.0
520,2018-03-22,,0.0,2701210.0
