CPNC AS ON -042018,,,,,
,,,,,
,,Total,73496146.39,0.00,0.00
,,,,,
30-12-2009,,90223,4662.00,,
30-12-2009,,74679,8196.00,,
06-01-2010,,121709,716.00,,
06-01-2010,,597660,1648.00,,
07-01-2010,,110283,496.00,,
07-01-2010,,927121,1006.00,,
07-01-2010,,43099,1223.00,,
07-01-2010,,212886,1561.00,,
12-01-2010,,308708,811.00,,
06-02-2010,,308706,811.00,,
07-03-2010,,181828,1798.00,,
12-03-2010,,295311,3258.00,,
12-03-2010,,35552,5300.00,,
27-03-2010,,548931,1247.00,,
27-03-2010,,17759,1409.00,,
27-03-2010,,564990,2320.00,,
27-03-2010,,425863,2637.00,,
27-03-2010,,5443,3567.00,,
27-03-2010,,548932,5423.00,,
27-03-2010,,763120,7299.00,,
29-03-2010,,237187,1024.00,,
29-03-2010,,174920,4713.00,,
30-03-2010,,303320,836.00,,
30-03-2010,,303319,1644.00,,
30-03-2010,,303321,4202.00,,
30-03-2010,,303322,6215.00,,
31-03-2010,,679568,1395.00,,
31-03-2010,,74249,1655.50,,
06-04-2010,,719028,1567.00,,
12-04-2010,,2927,245.00,,
12-04-2010,,300012,653.50,,
21-04-2010,,242254,1800.00,,
29-04-2010,,686600,671.00,,
30-04-2010,,231153,876.00,,
30-04-2010,,855090,3258.00,,
05-05-2010,,909655,1349.00,,
10-05-2010,,264559,2878.00,,
10-05-2010,,691593,3554.00,,
10-05-2010,,488098,4421.00,,
10-05-2010,,540313,6965.00,,
10-05-2010,,883399,14596.00,,
10-05-2010,,890802,16344.00,,
14-05-2010,,992950,429.00,,
14-05-2010,,992949,1421.00,,
17-05-2010,,565581,501.30,,
17-05-2010,,546322,533.00,,
17-05-2010,,566529,825.00,,
20-05-2010,,567683,841.00,,
20-05-2010,,501625,1184.00,,
26-05-2010,,787522,689.00,,
04-06-2010,,567133,709.50,,
04-06-2010,,574615,827.00,,
04-06-2010,,75116,964.00,,
04-06-2010,,567134,1004.80,,
04-06-2010,,565152,1868.70,,
04-06-2010,,549307,3400.00,,
04-06-2010,,565153,7724.00,,
19-06-2010,,31624,782.00,,
22-06-2010,,231259,494.00,,
28-06-2010,,159430,160.00,,
28-06-2010,,126704,199.00,,
28-06-2010,,147475,243.00,,
28-06-2010,,2785,596.00,,
28-06-2010,,131058,731.00,,
30-06-2010,,146017,243.00,,
30-06-2010,,49453,361.00,,
30-06-2010,,212896,722.00,,
30-06-2010,,93378,731.00,,
30-06-2010,,789966,1874.00,,
30-06-2010,,788058,1995.00,,
04-07-2010,,567256,4072.00,,
12-07-2010,,750038,3409.00,,
04-08-2010,,76604,3659.00,,
12-08-2010,,116830,4728.00,,
26-08-2010,,22418,456.00,,
27-08-2010,,34796,919.00,,
31-08-2010,,67947,855.00,,
04-09-2010,,278985,3362.00,,
07-09-2010,,681939,171.00,,
04-10-2010,,680855,3421.00,,
05-10-2010,,986403,515.00,,
10-11-2010,,989950,1738.30,,
10-11-2010,,286641,4098.00,,
04-12-2010,,184651,1837.00,,
22-12-2010,,223506,2257.00,,
23-12-2010,,52078,5227.00,,
24-12-2010,,225719,3337.00,,
27-12-2010,,113482,2069.00,,
27-12-2010,,3439438,6315.00,,
28-12-2010,,728979,1634.00,,
29-12-2010,,14429,3226.00,,
30-12-2010,,5445333,822.00,,
30-12-2010,,83,1404.00,,
30-12-2010,,893188,3337.00,,
31-12-2010,,560269,5175.00,,
03-01-2011,,541808,1006.00,,
03-01-2011,,1423,1006.00,,
09-01-2011,,258373,5000.00,,
24-01-2011,,821267,2082.00,,
25-02-2011,,760134,1153.00,,
25-02-2011,,760357,1153.00,,
28-02-2011,,335807,5099.00,,
02-03-2011,,8561,250.00,,
03-05-2011,,44329,1795.00,,
03-05-2011,,735266,3039.00,,
20-06-2011,,94647,822.00,,
28-06-2011,,12705,3062.00,,
30-06-2011,,78061,3062.00,,
30-06-2011,,567507,4838.00,,
14-07-2011,,45675,311.61,,
20-07-2011,,113756,5301.00,,
21-07-2011,,233059,3000.00,,
23-07-2011,,753341,9222.00,,
25-07-2011,,113755,1377.00,,
25-07-2011,,113754,7338.00,,
25-07-2011,,120970,9141.00,,
01-08-2011,,90228,3136.00,,
03-08-2011,,819414,3221.00,,
11-09-2011,,235609,37745.00,,
16-09-2011,,742824,38450.00,,
01-10-2011,,39999,722.00,,
01-10-2011,,910734,722.00,,
01-10-2011,,910798,722.00,,
01-10-2011,,724819,1778.00,,
01-10-2011,,43428,1795.00,,
11-10-2011,,3873024,12010.00,,
31-10-2011,,758920,19223.00,,
31-10-2011,,505104,40000.00,,
26-11-2011,,746757,410.00,,
26-11-2011,,746586,3600.00,,
28-11-2011,,1875,1227.00,,
28-11-2011,,1875,1413.00,,
28-11-2011,,1875,1663.00,,
28-11-2011,,1875,1965.00,,
29-11-2011,,918768,5557.00,,
12-12-2011,,218898,2880.00,,
24-12-2011,,11045,4502.00,,
02-04-2018,1,359837,2058.00,,
02-04-2018,2,23021,3930.00,,
02-04-2018,2,208547,30519.00,,
02-04-2018,2,372458,9608.00,,
02-04-2018,2,375104,12010.00,,
02-04-2018,2,383568,12010.00,,
02-04-2018,2,649250,3780.00,,
02-04-2018,2,649251,6125.00,,
02-04-2018,2,736778,801.00,,
02-04-2018,2,855322,42730.00,,
02-04-2018,2,855323,25042.00,,
02-04-2018,2,941705,6375.00,,
02-04-2018,3,62,7279.00,,
02-04-2018,3,16630,1695.00,,
02-04-2018,3,843553,7817.00,,
02-04-2018,3,915849,10939.00,,
02-04-2018,4,282,48477.00,,
02-04-2018,6,0,253647.00,,
03-04-2018,13,18939,11068.00,,
03-04-2018,14,23024,1357.00,,
03-04-2018,14,26729,810.00,,
03-04-2018,14,60272,3609.00,,
03-04-2018,14,223525,7938.00,,
03-04-2018,14,567921,23418.00,,
03-04-2018,14,567922,32448.00,,
03-04-2018,14,662808,7843.00,,
03-04-2018,14,664807,5340.00,,
03-04-2018,14,739956,13966.00,,
03-04-2018,14,831836,44520.00,,
03-04-2018,14,831849,12302.00,,
03-04-2018,14,900814,7928.00,,
03-04-2018,15,66998,4446.00,,
03-04-2018,15,80274,9545.00,,
03-04-2018,15,136921,3485.00,,
03-04-2018,15,214695,43209.00,,
03-04-2018,15,224383,1290.00,,
03-04-2018,15,366662,2553.00,,
03-04-2018,15,422024,1020.00,,
03-04-2018,15,575144,7669.00,,
03-04-2018,15,690372,10134.00,,
03-04-2018,15,753079,4618.00,,
03-04-2018,15,754496,10001.00,,
03-04-2018,15,838088,14011.00,,
03-04-2018,15,890534,31292.00,,
03-04-2018,16,12,6124.00,,
03-04-2018,16,77815,7465.00,,
03-04-2018,16,124412,12782.00,,
03-04-2018,16,334681,27363.00,,
03-04-2018,16,372978,1531.00,,
03-04-2018,16,754497,14946.00,,
03-04-2018,17,0,730784.00,,
04-04-2018,30,27,6800.00,,
04-04-2018,30,46,26114.00,,
04-04-2018,30,41164,17593.00,,
04-04-2018,30,80142,12429.00,,
04-04-2018,30,80143,12010.00,,
04-04-2018,30,134236,10179.00,,
04-04-2018,30,214476,2450.00,,
04-04-2018,30,373078,20094.00,,
04-04-2018,30,515972,4200.00,,
04-04-2018,30,670629,8424.00,,
04-04-2018,30,860053,5701.00,,
04-04-2018,30,961572,15598.00,,
04-04-2018,30,961573,12253.00,,
04-04-2018,31,6911,6181.00,,
04-04-2018,31,8464,14523.00,,
04-04-2018,31,102298,6081.00,,
04-04-2018,31,328668,12010.00,,
04-04-2018,31,372111,2332.00,,
04-04-2018,31,423114,5337.00,,
04-04-2018,31,628019,12963.00,,
04-04-2018,32,170377,38878.00,,
04-04-2018,32,259677,29459.00,,
04-04-2018,33,1262,3382.00,,
04-04-2018,33,156902,6387.00,,
04-04-2018,33,162994,14919.00,,
04-04-2018,33,162995,6984.00,,
04-04-2018,33,225379,31078.00,,
04-04-2018,33,265520,9007.00,,
04-04-2018,33,269652,27603.00,,
04-04-2018,33,275444,4920.00,,
04-04-2018,33,365861,20102.00,,
04-04-2018,33,378323,20828.00,,
04-04-2018,33,421329,6272.00,,
04-04-2018,33,540662,14000.00,,
04-04-2018,33,795823,6005.00,,
04-04-2018,34,363313,4324.00,,
04-04-2018,34,571701,33127.00,,
04-04-2018,34,883123,16630.00,,
04-04-2018,34,883125,13944.00,,
04-04-2018,35,0,1066332.00,,
05-04-2018,41,75,13608.00,,
05-04-2018,41,10024,1850.00,,
05-04-2018,41,11384,3253.00,,
05-04-2018,41,31419,1565.00,,
05-04-2018,41,120905,26195.00,,
05-04-2018,41,154043,14094.00,,
05-04-2018,41,367528,7236.00,,
05-04-2018,41,383210,5147.00,,
05-04-2018,41,524443,23025.00,,
05-04-2018,41,606957,23563.00,,
05-04-2018,41,756838,23502.00,,
05-04-2018,41,903804,70978.00,,
05-04-2018,41,999719,173841.00,,
05-04-2018,42,331360,22369.00,,
05-04-2018,42,485518,11889.00,,
05-04-2018,42,511400,1629.00,,
05-04-2018,42,511401,2820.00,,
05-04-2018,42,667446,9490.00,,
05-04-2018,42,813218,6523.00,,
05-04-2018,43,9,2720.00,,
05-04-2018,43,166,21924.00,,
05-04-2018,43,2850,20888.00,,
05-04-2018,43,17785,7110.00,,
05-04-2018,43,78033,6698.00,,
05-04-2018,43,102315,672.00,,
05-04-2018,43,160273,49711.00,,
05-04-2018,43,278160,5384.00,,
05-04-2018,43,591920,15502.00,,
05-04-2018,43,652968,6964.00,,
05-04-2018,43,652969,8260.00,,
05-04-2018,43,827331,9885.00,,
05-04-2018,43,853976,6184.00,,
05-04-2018,44,1,6076.00,,
05-04-2018,44,2,2512.00,,
05-04-2018,44,3,1392.00,,
05-04-2018,44,23512,7363.00,,
05-04-2018,44,42522,7432.00,,
05-04-2018,44,56107,4312.00,,
05-04-2018,44,194838,1904.00,,
05-04-2018,44,261578,27492.00,,
05-04-2018,44,506313,3019.00,,
05-04-2018,44,645996,1646.00,,
05-04-2018,44,752949,20015.00,,
05-04-2018,44,768066,13133.00,,
05-04-2018,45,0,853213.00,,
06-04-2018,48,0,1025751.00,,
06-04-2018,50,2051,23223.00,,
06-04-2018,50,11873,2006.00,,
06-04-2018,50,15674,3032.00,,
06-04-2018,50,25424,12629.00,,
06-04-2018,50,27953,46855.00,,
06-04-2018,50,54805,3834.00,,
06-04-2018,50,261702,12967.00,,
06-04-2018,50,336134,8095.00,,
06-04-2018,50,367529,6210.00,,
06-04-2018,50,436465,7804.00,,
06-04-2018,50,795023,2453.00,,
06-04-2018,50,933055,1991.00,,
06-04-2018,51,294,7187.00,,
06-04-2018,51,193116,10103.00,,
06-04-2018,51,282179,41744.00,,
06-04-2018,51,428093,11198.00,,
06-04-2018,51,517398,1850.00,,
06-04-2018,51,949889,3062.00,,
06-04-2018,52,19,1337.00,,
06-04-2018,52,10415,660.00,,
06-04-2018,52,16281,8575.00,,
06-04-2018,52,105730,1880.00,,
06-04-2018,52,219892,17933.00,,
06-04-2018,52,323568,12060.00,,
06-04-2018,52,380970,3397.00,,
06-04-2018,52,466254,7206.00,,
06-04-2018,52,533636,4201.00,,
06-04-2018,52,561281,8498.00,,
06-04-2018,52,687650,6005.00,,
06-04-2018,52,757211,14180.00,,
06-04-2018,52,938597,3232.00,,
06-04-2018,53,10,6005.00,,
06-04-2018,53,30244,14251.00,,
06-04-2018,53,126201,33680.00,,
06-04-2018,53,159691,8000.00,,
06-04-2018,53,338171,12720.00,,
06-04-2018,53,470303,37796.00,,
06-04-2018,53,757704,11480.00,,
06-04-2018,53,969449,28703.00,,
07-04-2018,61,226041,35537.00,,
07-04-2018,62,5,40551.00,,
07-04-2018,62,7178,35505.00,,
07-04-2018,62,14707,11137.00,,
07-04-2018,62,15245,14325.00,,
07-04-2018,62,443399,10018.00,,
07-04-2018,62,516966,40522.00,,
07-04-2018,62,533566,11494.00,,
07-04-2018,62,792371,5970.00,,
07-04-2018,63,30,21289.00,,
07-04-2018,63,1982,8675.00,,
07-04-2018,63,9548,5582.00,,
07-04-2018,63,34217,41704.00,,
07-04-2018,63,53726,104486.00,,
07-04-2018,63,67530,18578.00,,
07-04-2018,63,80855,15250.00,,
07-04-2018,63,126202,24216.00,,
07-04-2018,63,181502,76978.00,,
07-04-2018,63,306569,29329.00,,
07-04-2018,63,357678,24312.00,,
07-04-2018,64,0,574940.00,,
09-04-2018,75,0,1805342.00,,
09-04-2018,76,18,952.00,,
09-04-2018,76,256264,4716.00,,
09-04-2018,76,308390,7854.00,,
09-04-2018,76,461393,23028.00,,
09-04-2018,76,507110,7183.00,,
09-04-2018,76,522584,47880.00,,
09-04-2018,76,547089,7964.00,,
09-04-2018,76,611472,45956.00,,
09-04-2018,76,677650,22572.00,,
09-04-2018,76,678622,6866.00,,
09-04-2018,76,877639,10510.00,,
09-04-2018,76,879373,29961.00,,
09-04-2018,76,982033,20846.00,,
09-04-2018,77,83857,27331.00,,
09-04-2018,77,205206,7270.00,,
09-04-2018,77,252011,1191.00,,
09-04-2018,77,252013,1349.00,,
09-04-2018,77,297897,6684.00,,
09-04-2018,77,537424,6067.00,,
09-04-2018,77,865960,12235.00,,
09-04-2018,78,23,1642.00,,
09-04-2018,78,806,5873.00,,
09-04-2018,78,13622,1601.00,,
09-04-2018,78,13623,1962.00,,
09-04-2018,78,13624,3639.00,,
09-04-2018,78,22052,929.00,,
09-04-2018,78,33802,9232.00,,
09-04-2018,78,62430,19648.00,,
09-04-2018,78,226365,6606.00,,
09-04-2018,78,226366,790.00,,
09-04-2018,78,538619,7582.00,,
09-04-2018,78,634986,3526.00,,
09-04-2018,78,778923,3763.00,,
09-04-2018,79,15894,23658.00,,
09-04-2018,79,137772,7365.00,,
09-04-2018,79,186320,7415.00,,
09-04-2018,79,191084,9161.00,,
09-04-2018,79,307055,12659.00,,
09-04-2018,79,496822,30278.00,,
09-04-2018,79,661060,8262.00,,
09-04-2018,79,716216,42375.00,,
09-04-2018,79,763846,3506.00,,
09-04-2018,79,862205,1555.00,,
09-04-2018,79,994619,7520.00,,
09-04-2018,79,994620,6436.00,,
09-04-2018,79,5291321,10372.00,,
09-04-2018,80,10772,3311.00,,
09-04-2018,80,405361,19906.00,,
10-04-2018,91,13510,924.00,,
10-04-2018,91,449578,1006.00,,
10-04-2018,92,10993,7183.00,,
10-04-2018,92,13640,15438.00,,
10-04-2018,92,30568,24294.00,,
10-04-2018,92,30569,15967.00,,
10-04-2018,92,72173,10301.00,,
10-04-2018,92,156222,23635.00,,
10-04-2018,92,450226,9409.00,,
10-04-2018,92,450802,10130.00,,
10-04-2018,92,497110,9297.00,,
10-04-2018,92,530312,9050.00,,
10-04-2018,92,801097,3062.00,,
10-04-2018,92,895778,47844.00,,
10-04-2018,92,967238,6260.00,,
10-04-2018,93,16,1398.00,,
10-04-2018,93,28,199787.00,,
10-04-2018,93,4718,994.00,,
10-04-2018,93,43304,243.00,,
10-04-2018,93,80935,6790.00,,
10-04-2018,93,141512,12462.00,,
10-04-2018,93,244494,17246.00,,
10-04-2018,93,277788,2515.00,,
10-04-2018,93,500791,9339.00,,
10-04-2018,93,728386,1947.00,,
10-04-2018,93,790148,6846.00,,
10-04-2018,93,896947,8000.00,,
10-04-2018,94,405829,7104.00,,
10-04-2018,94,655685,41193.00,,
10-04-2018,95,4751,243.00,,
10-04-2018,95,16915,13944.00,,
10-04-2018,95,16916,6742.00,,
10-04-2018,95,18206,3236.00,,
10-04-2018,95,21088,39057.00,,
10-04-2018,95,48447,23253.00,,
10-04-2018,95,195399,1900.00,,
10-04-2018,95,356053,9558.00,,
10-04-2018,95,420844,6112.00,,
10-04-2018,95,509405,3398.00,,
10-04-2018,95,694673,35289.00,,
10-04-2018,95,859677,9231.00,,
10-04-2018,95,912145,8623.00,,
10-04-2018,96,1911,991.00,,
10-04-2018,96,3390,979.00,,
10-04-2018,96,3660,4246.00,,
10-04-2018,96,46201,358.00,,
10-04-2018,96,55027,1057.00,,
10-04-2018,96,291202,3003.00,,
10-04-2018,97,331064,27300.00,,
10-04-2018,97,420845,91970.00,,
10-04-2018,97,573897,15890.00,,
10-04-2018,98,0,966606.00,,
11-04-2018,99,16,23462.00,,
11-04-2018,99,193242,9009.00,,
11-04-2018,99,271420,657.00,,
11-04-2018,99,456408,10470.00,,
11-04-2018,100,27,5547.00,,
11-04-2018,100,659,3088.00,,
11-04-2018,100,14144,1425.00,,
11-04-2018,100,27107,11218.00,,
11-04-2018,100,29414,60875.00,,
11-04-2018,100,33659,17324.00,,
11-04-2018,100,56281,20003.00,,
11-04-2018,100,260259,7939.00,,
11-04-2018,100,267423,2635.00,,
11-04-2018,100,271418,18971.00,,
11-04-2018,100,479397,3468.00,,
11-04-2018,100,505337,3293.00,,
11-04-2018,100,720482,31119.00,,
11-04-2018,101,83247,12905.00,,
11-04-2018,101,112530,197231.00,,
11-04-2018,101,645223,6216.00,,
11-04-2018,101,657149,48261.00,,
11-04-2018,102,4200,3087.00,,
11-04-2018,102,4350,12010.00,,
11-04-2018,102,14328,12010.00,,
11-04-2018,102,16030,11467.00,,
11-04-2018,102,51928,35531.00,,
11-04-2018,102,254313,9623.00,,
11-04-2018,102,421917,18195.00,,
11-04-2018,102,429125,6096.00,,
11-04-2018,102,570350,8146.00,,
11-04-2018,102,596831,78854.00,,
11-04-2018,103,0,1497655.00,,
12-04-2018,112,0,1375711.00,,
12-04-2018,113,234273,33016.00,,
12-04-2018,114,3,34097.00,,
12-04-2018,114,19979,2292.00,,
12-04-2018,114,69212,18512.00,,
12-04-2018,114,94896,12516.00,,
12-04-2018,114,209390,7500.00,,
12-04-2018,114,383008,5592.00,,
12-04-2018,114,475203,20201.00,,
12-04-2018,114,613471,4711.00,,
12-04-2018,114,656423,7085.00,,
12-04-2018,114,711412,6429.00,,
12-04-2018,114,795097,11470.00,,
12-04-2018,114,795098,13434.00,,
12-04-2018,114,983986,8891.00,,
12-04-2018,115,2164,6290.00,,
12-04-2018,115,12128,28364.00,,
12-04-2018,115,32484,6175.00,,
12-04-2018,115,52699,6912.00,,
12-04-2018,115,95600,33280.00,,
12-04-2018,115,113597,8035.00,,
12-04-2018,115,151504,13042.00,,
12-04-2018,115,153788,79777.00,,
12-04-2018,115,202611,21958.00,,
12-04-2018,115,302999,433.00,,
12-04-2018,115,473400,1584.00,,
12-04-2018,115,863522,9207.00,,
12-04-2018,116,4838,48629.00,,
12-04-2018,116,130344,4841.00,,
12-04-2018,116,137546,25950.00,,
12-04-2018,116,325771,10431.00,,
12-04-2018,116,365387,25464.00,,
12-04-2018,116,529133,10372.00,,
12-04-2018,116,581455,10002.00,,
12-04-2018,116,594005,5039.00,,
12-04-2018,116,630414,12010.00,,
12-04-2018,116,796462,10736.00,,
12-04-2018,116,805076,5395.00,,
12-04-2018,116,879684,22607.00,,
12-04-2018,116,972582,6005.00,,
12-04-2018,117,22,18055.00,,
12-04-2018,117,333,32116.00,,
12-04-2018,117,139056,17414.00,,
12-04-2018,117,295683,6725.00,,
12-04-2018,117,593253,5313.00,,
12-04-2018,117,799935,3705.00,,
12-04-2018,117,916659,6820.00,,
13/04/2018,121,305980,9041.00,,
13/04/2018,121,495654,980.00,,
13/04/2018,121,714723,6117.00,,
13/04/2018,121,714724,5650.00,,
13/04/2018,121,751596,37562.00,,
13/04/2018,121,870294,10355.00,,
13/04/2018,121,870295,3214.00,,
13/04/2018,121,995203,2289.00,,
13/04/2018,122,2,14449.00,,
13/04/2018,122,8471,15094.00,,
13/04/2018,122,35958,46734.00,,
13/04/2018,122,186998,32553.00,,
13/04/2018,122,189874,6200.00,,
13/04/2018,122,428561,32225.00,,
13/04/2018,122,428562,30940.00,,
13/04/2018,122,693016,9201.00,,
13/04/2018,122,706404,15436.00,,
13/04/2018,122,706405,19421.00,,
13/04/2018,122,805527,1516.00,,
13/04/2018,122,862123,3272.00,,
13/04/2018,122,870273,2542.00,,
13/04/2018,123,706406,19536.00,,
13/04/2018,124,835,3756.00,,
13/04/2018,125,230001,4552.00,,
13/04/2018,126,5683,6125.00,,
13/04/2018,126,5919,2740.00,,
13/04/2018,126,33875,1369.00,,
13/04/2018,126,199651,6055.00,,
13/04/2018,126,391913,1636.00,,
13/04/2018,126,635651,1634.00,,
13/04/2018,126,674163,1753.00,,
13/04/2018,126,687176,9628.00,,
13/04/2018,126,691526,6418.00,,
13/04/2018,126,797326,25858.00,,
13/04/2018,126,925954,1633.00,,
13/04/2018,126,925955,1637.00,,
13/04/2018,126,934143,7178.00,,
13/04/2018,127,3,11285.00,,
13/04/2018,127,23584,9608.00,,
13/04/2018,127,431338,7386.00,,
13/04/2018,127,483505,11606.00,,
13/04/2018,127,483506,35569.00,,
13/04/2018,127,678251,9244.00,,
13/04/2018,127,814122,10491.00,,
13/04/2018,127,861024,14148.00,,
13/04/2018,127,868632,13498.00,,
13/04/2018,127,902608,795.00,,
13/04/2018,127,925953,614.00,,
13/04/2018,130,0,1516681.00,,
16/04/2018,136,8,3109.00,,
16/04/2018,136,26684,9755.00,,
16/04/2018,136,36235,24610.00,,
16/04/2018,136,58479,2569.00,,
16/04/2018,136,83378,44454.00,,
16/04/2018,136,388612,17525.00,,
16/04/2018,136,482285,35218.00,,
16/04/2018,136,522367,8958.00,,
16/04/2018,136,557913,11952.00,,
16/04/2018,136,669976,23714.00,,
16/04/2018,136,687468,2328.00,,
16/04/2018,136,745008,9776.00,,
16/04/2018,136,783494,25911.00,,
16/04/2018,137,32003,7406.00,,
16/04/2018,137,52937,25173.00,,
16/04/2018,137,70007,8421.00,,
16/04/2018,137,75410,13000.00,,
16/04/2018,137,166762,12631.00,,
16/04/2018,137,222482,7972.00,,
16/04/2018,137,397937,4883.00,,
16/04/2018,137,428467,17271.00,,
16/04/2018,137,483392,37672.00,,
16/04/2018,137,571068,32520.00,,
16/04/2018,137,706407,29968.00,,
16/04/2018,138,7,8897.00,,
16/04/2018,138,42,3073.00,,
16/04/2018,138,90,4518.00,,
16/04/2018,138,4216,32097.00,,
16/04/2018,138,27281,8020.00,,
16/04/2018,138,234034,21340.00,,
16/04/2018,138,317507,3406.00,,
16/04/2018,138,329557,2017.00,,
16/04/2018,138,330513,4587.00,,
16/04/2018,138,566760,3143.00,,
16/04/2018,138,736100,11175.00,,
16/04/2018,138,880496,3843.00,,
16/04/2018,138,977189,13712.00,,
16/04/2018,139,13,5246.00,,
16/04/2018,139,24,12021.00,,
16/04/2018,139,56099,3212.00,,
16/04/2018,139,378369,44609.00,,
16/04/2018,139,609221,450000.00,,
16/04/2018,140,52756,28060.00,,
16/04/2018,141,8,23894.00,,
16/04/2018,141,165619,9639.00,,
16/04/2018,141,239878,5238.00,,
16/04/2018,141,270826,4176.00,,
16/04/2018,141,288623,3486.00,,
16/04/2018,141,309693,12010.00,,
16/04/2018,141,516479,5311.00,,
16/04/2018,141,550509,8905.00,,
16/04/2018,141,617521,12437.00,,
16/04/2018,141,644295,18195.00,,
16/04/2018,141,669439,2240.00,,
16/04/2018,141,686183,2690.00,,
16/04/2018,141,937157,5225.00,,
16/04/2018,142,30069,5317.00,,
16/04/2018,142,30070,5352.00,,
16/04/2018,142,34866,2531.00,,
16/04/2018,142,35712,10308.00,,
16/04/2018,142,337189,1227.00,,
16/04/2018,142,452752,2980.00,,
16/04/2018,142,534624,6741.00,,
16/04/2018,142,606603,32830.00,,
16/04/2018,142,749812,17741.00,,
16/04/2018,142,753128,7458.00,,
16/04/2018,142,811936,65448.00,,
16/04/2018,142,813916,24260.00,,
16/04/2018,142,876546,6437.00,,
16/04/2018,143,11566,10119.00,,
16/04/2018,143,26791,13200.00,,
16/04/2018,143,56325,1530.00,,
16/04/2018,143,169176,12288.00,,
16/04/2018,143,221138,23578.00,,
16/04/2018,143,223619,13084.00,,
16/04/2018,143,299169,2435.00,,
16/04/2018,143,445023,919.00,,
16/04/2018,143,447534,2661.00,,
16/04/2018,143,634992,19871.00,,
16/04/2018,143,656435,12487.00,,
16/04/2018,143,837256,12458.00,,
16/04/2018,143,928015,3858.00,,
16/04/2018,144,17,15373.00,,
16/04/2018,144,226872,42095.00,,
16/04/2018,144,367396,3305.00,,
16/04/2018,144,377413,20102.00,,
16/04/2018,144,877607,19762.00,,
16/04/2018,156,0,2205930.00,,
17/04/2018,163,1361,75487.00,,
17/04/2018,164,10,27163.00,,
17/04/2018,164,15,466.00,,
17/04/2018,164,7202,48520.00,,
17/04/2018,164,25007,11571.00,,
17/04/2018,164,273590,44530.00,,
17/04/2018,164,291673,10301.00,,
17/04/2018,164,291674,19773.00,,
17/04/2018,164,399163,5213.00,,
17/04/2018,164,399257,5188.00,,
17/04/2018,164,690742,11941.00,,
17/04/2018,164,804958,12010.00,,
17/04/2018,164,948089,1567.00,,
17/04/2018,164,970719,11854.00,,
17/04/2018,165,12,6005.00,,
17/04/2018,165,1912,22702.00,,
17/04/2018,165,3831,2706.00,,
17/04/2018,165,36925,26826.00,,
17/04/2018,165,37136,3062.00,,
17/04/2018,165,70631,5354.00,,
17/04/2018,165,237334,15312.00,,
17/04/2018,165,694232,3062.00,,
17/04/2018,165,783690,9296.00,,
17/04/2018,165,838258,27028.00,,
17/04/2018,165,840146,6124.00,,
17/04/2018,165,866061,3117.00,,
17/04/2018,165,915917,1702.00,,
17/04/2018,166,46949,12243.00,,
17/04/2018,166,497818,391277.00,,
17/04/2018,167,6,4457.00,,
17/04/2018,167,30,14913.00,,
